postcode,dwelling types,number of bedrooms,rent
2669,House,3 Bedrooms,
2669,House,4 or more Bedrooms,
2671,Total,Total,400
2671,Total,Bedsitter,
2671,Total,1 Bedroom,
2671,Total,Not Specified,
2671,Total,2 Bedrooms,
2671,Total,3 Bedrooms,400
2671,Total,4 or more Bedrooms,
2671,House,Total,400
2671,House,1 Bedroom,
2671,House,Not Specified,
